Date;Overall AQI Value;Main Pollutant;Site Name (of Overall AQI);Site ID (of Overall AQI);Source (of Overall AQI);CO;Ozone;PM10;PM25;NO2
10/1/2020;33;PM2.5;Kingery Near Road #1;17-031-0119;AQS;2;21;26;33;23
10/2/2020;36;PM2.5;CITY HALL;17-043-4002;AQS;5;31;23;36;33
10/3/2020;52;PM2.5;VILLAGE HALL;17-031-1016;AQS;5;24;30;52;29
10/4/2020;50;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;7;30;19;50;26
10/5/2020;68;PM10;VILLAGE HALL;17-031-1016;AQS;8;35;68;55;35
10/6/2020;53;PM10;VILLAGE HALL;17-031-1016;AQS;6;39;53;52;40
10/7/2020;56;PM2.5;Kingery Near Road #1;17-031-0119;AQS;7;42;47;56;39
10/8/2020;58;PM10;VILLAGE HALL;17-031-1016;AQS;7;37;58;56;53
10/9/2020;75;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;67;65;75;41
10/10/2020;66;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;2;34;37;66;14
10/11/2020;59;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;2;33;31;59;31
10/12/2020;54;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;2;26;17;54;32
10/13/2020;45;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;41;31;45;33
10/14/2020;70;PM10;VILLAGE HALL;17-031-1016;AQS;3;44;70;48;39
10/15/2020;53;PM2.5;MAYFAIR PUMP STATION;17-031-0052;AQS;1;31;38;53;27
10/16/2020;65;PM10;WASHINGTON HS;17-031-0022;AQS;2;31;65;52;30
10/17/2020;69;PM10;VILLAGE HALL;17-031-1016;AQS;2;36;69;45;29
10/18/2020;48;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;3;30;24;48;25
10/19/2020;58;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;3;31;27;58;25
10/20/2020;52;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;2;32;27;52;33
10/21/2020;66;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;3;34;30;66;33
10/22/2020;54;PM2.5;Hammond- 167th St;18-089-0036;AQS;3;35;33;54;26
10/23/2020;56;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;2;29;20;56;18
10/24/2020;40;PM2.5;CARY GROVE HS;17-111-0001;AQS;2;31;17;40;24
10/25/2020;56;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;1;31;17;56;25
10/26/2020;47;PM2.5;Kingery Near Road #1;17-031-0119;AQS;2;28;23;47;23
10/27/2020;59;PM2.5;East Chicago-Marina;18-089-0034;AQS;2;23;27;59;32
10/28/2020;61;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;3;29;44;61;33
10/29/2020;54;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;32;39;54;27
10/30/2020;58;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;33;32;58;42
10/31/2020;51;PM2.5;CARY GROVE HS;17-111-0001;AQS;6;32;51;51;39
11/1/2020;53;PM10;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;29;53;52;31
11/2/2020;54;PM10;WASHINGTON HS;17-031-0022;AQS;2;27;54;47;29
11/3/2020;70;PM10;VILLAGE HALL;17-031-1016;AQS;2;32;70;61;35
11/4/2020;103;PM10;VILLAGE HALL;17-031-1016;AQS;2;42;103;61;32
11/5/2020;73;PM10;VILLAGE HALL;17-031-1016;AQS;3;42;73;69;50
11/6/2020;74;PM10;VILLAGE HALL;17-031-1016;AQS;3;44;74;67;50
11/7/2020;71;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;43;45;71;26
11/8/2020;65;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;31;33;65;22
11/9/2020;55;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;2;29;54;55;26
11/10/2020;61;PM10;WASHINGTON HS;17-031-0022;AQS;2;26;61;53;18
11/11/2020;49;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;33;31;49;35
11/12/2020;64;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;26;52;64;34
11/13/2020;64;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;24;31;64;32
11/14/2020;67;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;25;34;67;30
11/15/2020;55;PM2.5;CITY HALL;17-043-4002;AQS;2;30;22;55;12
11/16/2020;67;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;28;30;67;35
11/17/2020;48;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;30;24;48;33
11/18/2020;53;PM10;VILLAGE HALL;17-031-1016;AQS;3;28;53;49;36
11/19/2020;98;PM10;VILLAGE HALL;17-031-1016;AQS;2;33;98;53;21
11/20/2020;61;PM2.5;East Chicago-Marina;18-089-0034;AQS;6;27;40;61;29
11/21/2020;64;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;3;24;23;64;21
11/22/2020;61;PM2.5;CARY GROVE HS;17-111-0001;AQS;3;31;27;61;25
11/23/2020;57;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;29;30;57;36
11/24/2020;62;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;21;29;62;35
11/25/2020;51;PM2.5;East Chicago-Marina;18-089-0034;AQS;2;20;20;51;31
11/26/2020;52;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;3;19;18;52;19
11/27/2020;57;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;19;23;57;25
11/28/2020;41;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;24;31;41;28
11/29/2020;52;PM2.5;GRAVES ES;17-031-3301;AQS;3;28;30;52;22
11/30/2020;47;PM10;Portage- Hwy 12;18-127-0023;AQS;2;29;47;41;13
12/1/2020;53;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;27;27;53;30
12/2/2020;60;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;21;52;60;36
12/3/2020;63;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;22;54;63;28
12/4/2020;59;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;3;31;41;59;32
12/5/2020;60;PM2.5;CITY HALL;17-043-4002;AQS;3;34;25;60;33
12/6/2020;62;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;5;22;26;62;31
12/7/2020;70;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;19;39;70;29
12/8/2020;73;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;22;56;73;27
12/9/2020;88;PM2.5;Kingery Near Road #1;17-031-0119;AQS;10;17;57;88;41
12/10/2020;103;PM2.5;MAYFAIR PUMP STATION;17-031-0052;AQS;13;18;66;103;63
12/11/2020;98;PM2.5;East Chicago-Marina;18-089-0034;AQS;7;29;47;98;33
12/12/2020;56;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;24;13;56;18
12/13/2020;46;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;23;19;46;25
12/14/2020;76;PM2.5;GRAVES ES;17-031-3301;AQS;3;26;24;76;25
12/15/2020;51;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;27;24;51;38
12/16/2020;57;PM2.5;Hammond- 167th St;18-089-0036;AQS;2;22;28;57;29
12/17/2020;74;PM2.5;GRAVES ES;17-031-3301;AQS;5;19;33;74;39
12/18/2020;81;PM2.5;East Chicago-Marina;18-089-0034;AQS;6;19;42;81;42
12/19/2020;74;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;19;32;74;19
12/20/2020;67;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;21;29;67;22
12/21/2020;56;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;24;37;56;22
12/22/2020;51;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;21;27;51;26
12/23/2020;62;PM2.5;GRAVES ES;17-031-3301;AQS;2;31;46;62;20
12/24/2020;33;PM2.5;CITY HALL;17-043-4002;AQS;2;28;30;33;29
12/25/2020;31;PM2.5;CARY GROVE HS;17-111-0001;AQS;2;28;18;31;20
12/26/2020;55;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;5;28;26;55;30
12/27/2020;68;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;7;24;31;68;27
12/28/2020;52;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;32;20;52;27
12/29/2020;67;PM2.5;WASHINGTON HS;17-031-0022;AQS;5;25;32;67;32
12/30/2020;62;PM2.5;IEPA TRAILER;17-031-3103;AQS;5;27;21;62;21
12/31/2020;67;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;8;26;28;67;38
1/1/2021;67;PM2.5;CITY HALL;17-043-4002;AQS;6;27;26;67;37
1/2/2021;74;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;3;28;22;74;24
1/3/2021;70;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;5;28;22;70;28
1/4/2021;80;PM2.5;VILLAGE HALL;17-031-1016;AQS;5;26;12;80;28
1/5/2021;74;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;25;18;74;32
1/6/2021;87;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;30;40;87;33
1/7/2021;60;PM2.5;KANE COUNTY HEALTH DEPT;17-089-0007;AQS;3;31;20;60;29
1/8/2021;36;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;2;34;20;36;23
1/9/2021;61;PM2.5;Hammond- 167th St;18-089-0036;AQS;8;33;22;61;40
1/10/2021;77;PM2.5;East Chicago-Marina;18-089-0034;AQS;8;31;37;77;30
1/11/2021;64;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;26;44;64;26
1/12/2021;68;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;21;40;68;29
1/13/2021;73;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;20;37;73;28
1/14/2021;64;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;19;31;64;30
1/15/2021;52;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;21;23;52;35
1/16/2021;59;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;6;26;20;59;30
1/17/2021;55;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;25;21;55;26
1/18/2021;57;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;25;28;57;25
1/19/2021;64;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;29;41;64;32
1/20/2021;53;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;30;31;53;40
1/21/2021;51;PM2.5;MAYFAIR PUMP STATION;17-031-0052;AQS;3;34;27;51;32
1/22/2021;43;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;31;26;43;39
1/23/2021;58;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;28;33;58;43
1/24/2021;61;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;5;26;31;61;23
1/25/2021;68;PM2.5;Hammond- 167th St;18-089-0036;AQS;3;33;26;68;31
1/26/2021;46;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;36;14;46;17
1/27/2021;46;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;32;21;46;26
1/28/2021;58;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;31;49;58;48
1/29/2021;67;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;30;52;67;56
1/30/2021;58;PM2.5;CITY HALL;17-043-4002;AQS;3;29;28;58;19
1/31/2021;73;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;3;41;19;73;24
2/1/2021;51;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;38;19;51;43
2/2/2021;55;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;34;25;55;40
2/3/2021;67;PM2.5;IEPA TRAILER;17-031-3103;AQS;5;33;37;67;45
2/4/2021;61;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;29;27;61;34
2/5/2021;58;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;30;26;58;25
2/6/2021;57;PM2.5;GRAVES ES;17-031-3301;AQS;3;31;27;57;28
2/7/2021;54;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;29;32;54;33
2/8/2021;69;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;32;44;69;48
2/9/2021;75;PM2.5;East Chicago-Marina;18-089-0034;AQS;6;34;46;75;46
2/10/2021;74;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;35;45;74;47
2/11/2021;58;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;5;37;35;58;40
2/12/2021;67;PM2.5;VILLAGE HALL;17-031-1016;AQS;5;32;41;67;39
2/13/2021;59;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;6;26;22;59;32
2/14/2021;55;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;26;29;55;25
2/15/2021;61;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;31;26;61;30
2/16/2021;49;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;29;18;49;44
2/17/2021;78;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;7;28;44;78;53
2/18/2021;74;PM2.5;IEPA TRAILER;17-031-3103;AQS;6;38;29;74;49
2/19/2021;102;PM2.5;East Chicago-Marina;18-089-0034;AQS;6;38;50;102;43
2/20/2021;104;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;48;53;104;57
2/21/2021;79;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;5;48;38;79;67
2/22/2021;68;PM2.5;East Chicago-Marina;18-089-0034;AQS;2;45;28;68;35
2/23/2021;51;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;3;42;30;51;46
2/24/2021;80;PM2.5;Gary- Burr St./ pumping station near truck stop;18-089-0026;AQS;6;39;29;80;46
2/25/2021;61;PM2.5;East Chicago-Marina;18-089-0034;AQS;7;44;33;61;50
2/26/2021;67;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;44;39;67;55
2/27/2021;74;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;6;39;34;74;37
2/28/2021;65;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;5;33;24;65;32
3/1/2021;52;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;42;25;52;45
3/2/2021;65;PM2.5;VILLAGE HALL;17-031-1016;AQS;6;39;53;65;57
3/3/2021;68;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;43;34;68;32
3/4/2021;61;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;3;38;56;61;31
3/5/2021;52;PM2.5;IEPA TRAILER;17-031-3103;AQS;5;41;33;52;45
3/6/2021;63;PM2.5;CITY HALL;17-043-4002;AQS;8;43;38;63;54
3/7/2021;63;PM2.5;CITY HALL;17-043-4002;AQS;10;44;32;63;48
3/8/2021;72;PM2.5;VILLAGE HALL;17-031-1016;AQS;6;48;58;72;54
3/9/2021;83;PM2.5;East Chicago-Marina;18-089-0034;AQS;6;61;61;83;49
3/10/2021;80;PM10;WASHINGTON HS;17-031-0022;AQS;3;45;80;67;27
3/11/2021;63;PM10;NORTHBROOK WATER PLANT;17-031-4201;AQS;3;37;63;47;26
3/12/2021;60;PM2.5;Hammond- 167th St;18-089-0036;AQS;6;42;30;60;32
3/13/2021;60;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;6;46;37;60;44
3/14/2021;57;PM2.5;CITY HALL;17-043-4002;AQS;6;44;26;57;42
3/15/2021;51;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;40;38;51;30
3/16/2021;66;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;2;40;26;66;28
3/17/2021;77;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;3;40;33;77;27
3/18/2021;59;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;42;21;59;9
3/19/2021;49;PM2.5;CITY HALL;17-043-4002;AQS;3;44;31;49;44
3/20/2021;62;PM2.5;Gary- Burr St./ pumping station near truck stop;18-089-0026;AQS;8;44;40;62;55
3/21/2021;57;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;7;50;32;57;46
3/22/2021;61;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;6;61;51;57;45
3/23/2021;63;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;6;43;52;63;48
3/24/2021;40;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;33;30;40;25
3/25/2021;47;PM2.5;Hammond- 167th St;18-089-0036;AQS;3;31;15;47;30
3/26/2021;56;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;31;28;56;31
3/27/2021;62;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;6;43;33;62;33
3/28/2021;52;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;43;41;52;31
3/29/2021;56;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;6;44;48;56;39
3/30/2021;57;PM10;WASHINGTON HS;17-031-0022;AQS;3;46;57;54;32
3/31/2021;80;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;39;64;80;23
4/1/2021;67;PM10;Portage- Hwy 12;18-127-0023;AQS;2;44;67;49;31
4/2/2021;175;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;46;64;175;54
4/3/2021;79;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;8;71;53;79;50
4/4/2021;113;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;8;93;57;113;50
4/5/2021;76;PM2.5;East Chicago-Marina;18-089-0034;AQS;7;58;60;76;38
4/6/2021;82;PM10;VILLAGE HALL;17-031-1016;AQS;6;71;82;69;35
4/7/2021;67;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;5;47;65;67;32
4/8/2021;47;PM2.5;Kingery Near Road #1;17-031-0119;AQS;2;34;29;47;30
4/9/2021;42;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;2;36;29;42;29
4/10/2021;71;PM2.5;Gary- Burr St./ pumping station near truck stop;18-089-0026;AQS;2;36;28;71;35
4/11/2021;37;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;2;36;19;37;31
4/12/2021;43;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;2;43;25;39;28
4/13/2021;43;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;40;31;43;33
4/14/2021;39;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;31;29;39;32
4/15/2021;39;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;36;26;39;37
4/16/2021;52;PM2.5;Kingery Near Road #1;17-031-0119;AQS;7;41;30;52;34
4/17/2021;53;PM2.5;CITY HALL;17-043-4002;AQS;6;45;23;53;44
4/18/2021;58;PM2.5;Kingery Near Road #1;17-031-0119;AQS;9;46;32;58;43
4/19/2021;52;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;35;35;52;27
4/20/2021;44;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;3;44;19;34;26
4/21/2021;59;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;43;31;59;41
4/22/2021;63;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;54;52;63;42
4/23/2021;60;PM10;VILLAGE HALL;17-031-1016;AQS;5;54;60;56;35
4/24/2021;70;PM2.5;East Chicago-Marina;18-089-0034;AQS;6;45;40;70;30
4/25/2021;42;Ozone;WATER PLANT;17-031-7002;AQS;5;42;35;39;27
4/26/2021;62;PM10;VILLAGE HALL;17-031-1016;AQS;5;61;62;53;35
4/27/2021;80;Ozone;TAFT HS;17-031-1003;AQS;5;80;67;58;34
4/28/2021;62;PM2.5;CITY HALL;17-043-4002;AQS;5;39;35;62;23
4/29/2021;55;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;44;31;55;41
4/30/2021;44;PM10;Portage- Hwy 12;18-127-0023;AQS;7;37;44;43;41
5/1/2021;85;PM2.5;MCKINLEY SCHOOL;17-089-0003;AQS;7;71;52;85;31
5/2/2021;47;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;6;47;34;47;11
5/3/2021;54;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;38;42;54;25
5/4/2021;62;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;28;29;62;28
5/5/2021;41;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;38;27;41;28
5/6/2021;42;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;41;29;42;38
5/7/2021;48;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;43;30;48;42
5/8/2021;47;PM2.5;CITY HALL;17-043-4002;AQS;5;36;21;47;31
5/9/2021;41;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;41;17;41;30
5/10/2021;42;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;37;20;42;32
5/11/2021;37;NO2;IEPA TRAILER;17-031-3103;AQS;3;35;26;32;37
5/12/2021;47;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;7;39;31;47;37
5/13/2021;55;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;8;48;54;55;46
5/14/2021;67;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;8;67;51;63;51
5/15/2021;59;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;8;47;52;59;47
5/16/2021;93;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;13;93;44;74;35
5/17/2021;77;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;14;77;44;70;42
5/18/2021;60;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;5;49;43;60;38
5/19/2021;63;PM2.5;VILLAGE HALL;17-031-1016;AQS;5;44;34;63;26
5/20/2021;58;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;58;53;55;31
5/21/2021;58;PM10;VILLAGE HALL;17-031-1016;AQS;5;51;58;54;32
5/22/2021;101;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;6;101;46;59;34
5/23/2021;52;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;6;47;22;52;15
5/24/2021;87;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;6;87;58;65;32
5/25/2021;80;PM2.5;VILLAGE HALL;17-031-1016;AQS;5;45;67;80;30
5/26/2021;64;Ozone;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;5;64;38;44;29
5/27/2021;51;PM2.5;MCKINLEY SCHOOL;17-089-0003;AQS;3;39;26;51;18
5/28/2021;48;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;3;39;23;48;17
5/29/2021;44;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;3;44;26;37;25
5/30/2021;59;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;8;58;31;59;30
5/31/2021;64;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;8;64;33;61;35
6/1/2021;84;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;10;84;43;64;42
6/2/2021;100;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;13;100;50;69;45
6/3/2021;136;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;8;136;62;79;47
6/4/2021;112;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;5;112;53;57;38
6/5/2021;100;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;6;100;43;58;20
6/6/2021;97;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;6;97;30;60;18
6/7/2021;53;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;5;32;40;53;25
6/8/2021;84;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;5;84;39;58;34
6/9/2021;84;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;5;84;44;69;30
6/10/2021;97;Ozone;MORTON ARBORETUM;17-043-6001;AQS;5;97;39;58;26
6/11/2021;122;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;8;122;49;61;38
6/12/2021;97;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;8;97;44;84;37
6/13/2021;77;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;5;77;31;53;32
6/14/2021;74;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;5;74;58;48;30
6/15/2021;87;PM2.5;MCKINLEY SCHOOL;17-089-0003;AQS;5;48;55;87;31
6/16/2021;67;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;1;67;28;40;30
6/17/2021;115;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;3;115;88;55;42
6/18/2021;147;Ozone;VILLAGE GARAGE;17-031-0001;AQS;5;147;42;73;57
6/19/2021;100;Ozone;VILLAGE GARAGE;17-031-0001;AQS;6;100;44;55;52
6/20/2021;71;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;3;71;34;60;24
6/21/2021;40;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;3;40;23;40;23
6/22/2021;49;Ozone;WATER PLANT;17-031-7002;AQS;2;49;33;38;35
6/23/2021;64;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;1;64;51;46;27
6/24/2021;53;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;2;44;36;53;31
6/25/2021;46;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;44;30;46;34
6/26/2021;42;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;3;42;21;38;17
6/27/2021;52;PM2.5;KANE COUNTY HEALTH DEPT;17-089-0007;AQS;3;41;19;52;17
6/28/2021;43;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;6;39;25;43;29
6/29/2021;43;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;3;43;33;38;29
6/30/2021;48;PM2.5;MAYFAIR PUMP STATION;17-031-0052;AQS;6;48;31;48;39
7/1/2021;51;PM10;Portage- Hwy 12;18-127-0023;AQS;6;43;51;47;30
7/2/2021;38;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;3;38;21;34;16
7/3/2021;59;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;6;58;29;59;21
7/4/2021;109;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;7;93;43;109;22
7/5/2021;72;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;7;58;35;72;13
7/6/2021;77;PM2.5;VILLAGE HALL;17-031-1016;AQS;6;67;45;77;27
7/7/2021;68;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;51;52;68;32
7/8/2021;55;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;5;24;20;55;13
